20,20
~
4,17
~
1,bluebox
2,dirt-grasstop
3,dirt-center
4,MG_cave-wall
~
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1
1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1
1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1
1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1
1,3,0,0,0,0,0,2,2,2,2,2,0,0,0,0,0,0,3,1
1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1
1,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1
1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1
1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1
1,3,3,3,2,2,2,2,2,2,0,0,0,0,0,0,0,0,3,1
1,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1
1,3,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,3,1
1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,1
1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1
1,3,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,3,3,1
1,3,2,0,0,0,0,0,3,3,3,0,0,0,0,0,0,3,3,1
1,3,3,0,0,0,0,0,3,3,3,2,0,0,0,0,0,3,3,1
1,3,3,2,2,2,2,2,3,3,3,3,2,2,2,2,2,3,3,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
~
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
